TransactionID,CustomerID,StoreLocation,ProductCategory,ProductID,Quantity,UnitPrice,TransactionDate,PaymentMethod,DiscountApplied,CustomerSatisfaction,TotalPrice
308,1196,Rural,Electronics,311,1,245.91,2023-03-22,Cash,Yes,3,245.91
309,1691,Rural,Grocery,774,2,403.39,2024-01-09,Credit Card,No,4,806.78
310,1884,City Centre,Clothing,104,2,182.59,2024-03-04,Cash,Yes,4,365.18
311,1706,Suburban,Home Goods,118,7,431.56,2024-02-20,Credit Card,No,1,3020.92
312,1326,City Centre,Clothing,838,1,24.35,2023-10-29,Debit Card,No,1,24.35
313,1631,Rural,Clothing,137,3,268.56,2024-01-21,Mobile Payment,Yes,2,805.68
314,1296,Suburban,Grocery,704,7,431.63,2023-11-23,Cash,Yes,4,3021.41
315,1943,Suburban,Clothing,662,2,309.24,2023-01-11,Cash,Yes,2,618.48
316,1172,Rural,Clothing,402,7,8.08,2023-08-27,Debit Card,No,3,56.56
317,1111,Suburban,Electronics,886,5,150.2,2024-09-07,Cash,No,5,751.0
318,1983,City Centre,Other,264,5,454.1,2023-09-26,Credit Card,Yes,5,2270.5
319,1828,City Centre,Other,449,10,22.29,2023-09-26,Cash,No,4,222.9
320,1753,Rural,Home Goods,594,5,191.44,2024-04-20,Mobile Payment,No,1,957.2
321,1312,Suburban,Home Goods,894,3,309.2,2022-12-15,Mobile Payment,No,5,927.6
322,1410,Suburban,Clothing,766,4,59.74,2023-03-27,Mobile Payment,Yes,5,238.96
323,1002,Suburban,Other,863,3,253.11,2024-08-28,Mobile Payment,No,5,759.33
324,1819,Suburban,Electronics,753,6,142.29,2024-06-05,Debit Card,Yes,1,853.74
325,1903,City Centre,Electronics,782,1,448.46,2024-05-02,Debit Card,Yes,5,448.46
326,1437,Suburban,Home Goods,152,9,156.12,2023-01-11,Mobile Payment,Yes,1,1405.08
327,1974,Rural,Grocery,813,3,423.18,2024-11-07,Mobile Payment,Yes,4,1269.54
328,1571,Rural,Clothing,496,9,367.6,2024-05-24,Cash,No,5,3308.4
329,1911,Suburban,Other,792,4,457.27,2023-06-28,Cash,Yes,5,1829.08
330,1828,Rural,Other,918,3,161.6,2022-11-18,Cash,Yes,4,484.8
331,1665,City Centre,Clothing,598,5,186.66,2023-06-25,Credit Card,No,3,933.3
332,1347,Suburban,Other,641,4,319.86,2023-10-04,Cash,No,1,1279.44
333,1118,Suburban,Grocery,882,2,43.63,2024-02-26,Cash,Yes,3,87.26
334,1098,Rural,Electronics,443,2,181.4,2022-11-23,Cash,Yes,5,362.8
335,1477,Suburban,Electronics,153,10,93.72,2023-08-26,Mobile Payment,Yes,4,937.2
336,1175,City Centre,Grocery,411,7,297.93,2023-08-10,Credit Card,Yes,2,2085.51
337,1628,City Centre,Clothing,533,2,330.79,2023-03-10,Debit Card,Yes,5,661.58
338,1335,Suburban,Clothing,835,4,174.53,2023-08-01,Mobile Payment,Yes,2,698.12
339,1950,Suburban,Electronics,172,4,94.08,2024-11-02,Mobile Payment,Yes,5,376.32
340,1920,City Centre,Grocery,364,9,214.77,2023-04-29,Debit Card,No,3,1932.93
341,1180,City Centre,Clothing,705,7,150.61,2024-08-30,Cash,Yes,4,1054.27
342,1917,Rural,Electronics,754,9,134.83,2023-01-14,Debit Card,Yes,3,1213.47
343,1688,Rural,Clothing,176,9,348.33,2023-03-19,Debit Card,Yes,2,3134.97
344,1023,Rural,Other,714,10,224.2,2024-08-18,Debit Card,Yes,3,2242.0
345,1385,City Centre,Home Goods,716,6,102.08,2024-08-20,Mobile Payment,Yes,2,612.48
346,1400,Rural,Home Goods,888,7,450.76,2024-10-08,Cash,No,1,3155.32
347,1824,Rural,Electronics,137,4,445.69,2023-06-26,Debit Card,No,1,1782.76
348,1633,Rural,Grocery,259,3,33.1,2022-11-28,Credit Card,No,3,99.3
349,1230,Rural,Electronics,138,7,498.27,2024-02-13,Debit Card,Yes,2,3487.89
350,1192,City Centre,Home Goods,832,8,382.59,2024-03-04,Cash,No,1,3060.72
351,1234,Suburban,Grocery,336,7,198.09,2024-01-05,Cash,No,1,1386.63
352,1225,Suburban,Clothing,435,5,329.73,2024-04-24,Cash,Yes,2,1648.65
353,1838,Rural,Home Goods,889,5,58.79,2024-09-26,Cash,Yes,4,293.95
354,1341,Suburban,Grocery,807,2,410.21,2024-08-26,Debit Card,Yes,2,820.42
355,1468,Rural,Other,196,2,209.26,2023-04-03,Mobile Payment,No,4,418.52
356,1412,Rural,Home Goods,596,8,382.92,2024-05-09,Debit Card,No,3,3063.36
357,1218,Suburban,Clothing,403,2,380.09,2024-02-04,Credit Card,Yes,5,760.18
358,1836,Suburban,Other,228,2,245.46,2023-02-07,Mobile Payment,Yes,5,490.92
359,1362,Rural,Other,881,4,392.81,2023-09-16,Credit Card,Yes,3,1571.24
360,1281,Suburban,Grocery,412,8,448.84,2024-06-06,Credit Card,No,2,3590.72
361,1794,Suburban,Grocery,571,10,235.04,2024-02-28,Cash,No,1,2350.4
362,1003,Rural,Electronics,689,2,463.02,2024-08-25,Cash,No,2,926.04
363,1151,Suburban,Grocery,569,2,275.66,2024-10-14,Cash,No,4,551.32
364,1736,Suburban,Other,291,9,442.02,2023-05-06,Debit Card,No,3,3978.18
365,1044,Rural,Home Goods,296,4,91.87,2022-11-23,Mobile Payment,No,4,367.48
366,1286,Rural,Other,832,10,179.6,2024-01-21,Credit Card,No,4,1796.0
367,1532,City Centre,Electronics,337,5,442.82,2024-08-06,Credit Card,No,4,2214.1
368,1614,City Centre,Grocery,516,2,145.09,2024-01-10,Credit Card,No,2,290.18
369,1337,Rural,Grocery,327,1,208.5,2023-04-28,Debit Card,No,5,208.5
370,1450,Suburban,Electronics,482,10,394.04,2023-01-26,Credit Card,No,2,3940.4
371,1233,Rural,Home Goods,661,3,229.03,2023-09-09,Mobile Payment,Yes,3,687.09
372,1173,Rural,Grocery,205,7,497.21,2023-05-18,Mobile Payment,No,2,3480.47
373,1744,Rural,Home Goods,418,9,242.3,2023-02-28,Credit Card,No,4,2180.7
374,1655,Suburban,Other,556,5,177.86,2024-03-29,Credit Card,No,5,889.3
375,1069,Rural,Other,638,6,265.47,2023-01-08,Mobile Payment,No,4,1592.82
376,1605,Rural,Grocery,745,1,481.51,2024-08-22,Debit Card,Yes,1,481.51
377,1622,Suburban,Electronics,521,9,142.97,2024-03-21,Mobile Payment,Yes,1,1286.73
378,1389,City Centre,Grocery,970,8,155.07,2022-11-18,Mobile Payment,Yes,1,1240.56
379,1959,City Centre,Other,426,9,176.77,2024-01-12,Cash,Yes,3,1590.93
380,1472,City Centre,Home Goods,425,6,241.94,2024-06-13,Cash,Yes,1,1451.64
381,1922,Rural,Electronics,168,8,325.43,2023-12-29,Debit Card,No,4,2603.44
382,1366,City Centre,Home Goods,135,5,499.41,2024-04-04,Mobile Payment,No,4,2497.05
383,1712,Rural,Electronics,906,8,246.9,2023-05-22,Credit Card,Yes,3,1975.2
384,1421,Rural,Other,207,1,135.12,2023-06-28,Mobile Payment,No,5,135.12
385,1355,City Centre,Grocery,249,2,498.58,2024-09-23,Credit Card,No,4,997.16
386,1763,City Centre,Other,589,2,83.0,2024-01-18,Credit Card,No,5,166.0
387,1828,Suburban,Home Goods,989,3,21.82,2023-03-19,Credit Card,No,4,65.46
388,1648,City Centre,Other,547,9,349.77,2023-10-29,Mobile Payment,Yes,1,3147.93
389,1841,City Centre,Home Goods,200,7,354.07,2023-12-16,Mobile Payment,No,5,2478.49
390,1100,Suburban,Electronics,576,3,165.9,2024-05-04,Mobile Payment,No,3,497.7
391,1658,Rural,Electronics,525,4,341.87,2022-11-21,Credit Card,No,2,1367.48
392,1240,City Centre,Clothing,275,7,404.27,2023-08-25,Mobile Payment,No,5,2829.89
393,1137,City Centre,Home Goods,368,2,108.48,2023-01-17,Debit Card,Yes,5,216.96
394,1066,Rural,Clothing,585,4,303.63,2024-01-26,Mobile Payment,No,2,1214.52
395,1993,Suburban,Home Goods,725,6,355.77,2024-08-26,Debit Card,No,5,2134.62
396,1899,Rural,Home Goods,803,8,278.08,2023-02-25,Debit Card,Yes,3,2224.64
397,1192,Suburban,Electronics,598,10,182.06,2023-07-26,Credit Card,Yes,4,1820.6
398,1456,Suburban,Grocery,505,1,237.09,2023-08-01,Mobile Payment,Yes,5,237.09
399,2000,Suburban,Clothing,550,7,382.41,2023-09-09,Credit Card,Yes,2,2676.87
400,1776,Suburban,Other,497,8,253.68,2023-04-13,Mobile Payment,No,1,2029.44
401,1697,Suburban,Electronics,702,4,443.65,2023-02-28,Cash,No,3,1774.6
402,1619,Suburban,Other,745,10,49.83,2024-05-18,Cash,No,2,498.3
403,1068,Rural,Electronics,260,3,69.54,2024-06-11,Debit Card,Yes,5,208.62
404,1659,Rural,Electronics,469,2,274.77,2024-02-04,Debit Card,Yes,5,549.54
405,1902,Rural,Clothing,678,4,331.55,2023-02-07,Cash,Yes,4,1326.2
406,1820,Suburban,Home Goods,924,7,348.72,2024-08-11,Debit Card,Yes,2,2441.04
407,1519,Suburban,Electronics,486,6,63.44,2023-10-31,Credit Card,Yes,4,380.64
408,1664,City Centre,Home Goods,852,1,479.95,2024-11-03,Mobile Payment,No,4,479.95
409,1814,City Centre,Clothing,229,4,311.88,2024-07-03,Credit Card,No,1,1247.52
410,1280,City Centre,Clothing,359,8,272.33,2024-08-25,Mobile Payment,No,4,2178.64
411,1049,City Centre,Clothing,159,2,120.44,2023-02-05,Mobile Payment,No,5,240.88
412,1071,Rural,Grocery,127,2,241.44,2022-12-17,Debit Card,No,4,482.88
413,1925,Rural,Clothing,649,9,296.27,2023-03-08,Mobile Payment,Yes,1,2666.43
414,1561,Rural,Other,507,2,381.41,2024-05-23,Credit Card,Yes,5,762.82
415,1928,City Centre,Other,681,6,316.93,2022-12-20,Cash,No,2,1901.58
416,1023,Suburban,Home Goods,685,4,41.43,2022-12-26,Credit Card,Yes,2,165.72
417,1733,Suburban,Grocery,295,3,447.0,2024-08-17,Debit Card,Yes,2,1341.0
418,1714,Rural,Home Goods,648,8,356.46,2023-05-15,Mobile Payment,Yes,5,2851.68
419,1890,Rural,Grocery,440,6,477.92,2024-03-04,Credit Card,Yes,4,2867.52
420,1081,City Centre,Electronics,422,7,451.6,2023-01-22,Mobile Payment,Yes,2,3161.2
421,1326,Rural,Home Goods,741,2,376.52,2022-11-14,Mobile Payment,No,3,753.04
422,1648,Rural,Grocery,196,2,121.49,2023-06-09,Debit Card,No,2,242.98
423,1851,City Centre,Electronics,768,1,164.12,2023-10-30,Cash,Yes,5,164.12
424,1010,City Centre,Home Goods,722,3,169.02,2024-03-26,Debit Card,Yes,1,507.06
425,1684,Rural,Grocery,218,8,15.75,2022-11-16,Cash,No,3,126.0
426,1255,Suburban,Clothing,894,1,413.03,2024-11-02,Debit Card,Yes,3,413.03
427,1636,City Centre,Clothing,699,8,20.1,2023-07-06,Mobile Payment,Yes,1,160.8
428,1330,Rural,Clothing,487,9,353.4,2024-03-12,Credit Card,Yes,1,3180.6
429,1553,Rural,Electronics,916,6,321.94,2022-11-27,Mobile Payment,No,4,1931.64
430,1484,City Centre,Clothing,997,5,448.53,2023-12-15,Debit Card,Yes,2,2242.65
431,1296,Suburban,Other,392,10,394.93,2023-06-05,Cash,No,1,3949.3
432,1365,Rural,Other,830,5,418.11,2023-06-18,Credit Card,Yes,2,2090.55
433,1326,City Centre,Grocery,131,8,7.91,2023-06-11,Credit Card,No,1,63.28
434,1672,Suburban,Other,193,3,187.98,2024-10-08,Credit Card,No,4,563.94
435,1835,Suburban,Other,510,10,167.22,2024-01-16,Mobile Payment,Yes,3,1672.2
436,1238,Rural,Home Goods,629,4,359.15,2023-05-26,Mobile Payment,Yes,1,1436.6
437,1308,Suburban,Grocery,697,5,358.91,2024-03-07,Credit Card,No,1,1794.55
438,1667,City Centre,Home Goods,490,5,38.73,2023-12-13,Credit Card,No,2,193.65
439,1354,Rural,Grocery,906,7,373.39,2023-09-25,Debit Card,No,1,2613.73
440,1095,Suburban,Grocery,835,9,266.63,2024-01-08,Credit Card,Yes,1,2399.67
441,1068,Rural,Home Goods,997,5,303.59,2023-03-29,Debit Card,Yes,5,1517.95
442,1951,Rural,Electronics,506,1,308.99,2023-09-30,Mobile Payment,No,4,308.99
443,1223,Rural,Clothing,923,9,155.35,2023-08-03,Credit Card,Yes,2,1398.15
444,1421,Suburban,Home Goods,879,9,19.12,2023-06-04,Mobile Payment,Yes,5,172.08
445,1260,Suburban,Grocery,568,3,423.6,2023-08-01,Cash,No,4,1270.8
446,1512,Rural,Electronics,293,5,91.34,2023-12-10,Cash,No,1,456.7
447,1053,Suburban,Clothing,649,3,15.15,2024-02-29,Cash,No,5,45.45
448,1615,Suburban,Electronics,998,9,143.7,2023-07-31,Debit Card,Yes,1,1293.3
449,1598,Suburban,Clothing,687,4,381.25,2024-05-25,Debit Card,Yes,5,1525.0
450,1999,Suburban,Other,761,2,193.81,2023-02-03,Mobile Payment,No,2,387.62
451,1870,City Centre,Electronics,922,2,243.42,2022-12-12,Cash,No,1,486.84
452,1183,Rural,Home Goods,448,9,184.02,2024-03-29,Debit Card,Yes,1,1656.18
453,1893,Suburban,Electronics,752,8,386.25,2024-04-17,Mobile Payment,Yes,2,3090.0
454,1766,City Centre,Clothing,331,3,20.33,2023-11-07,Cash,No,3,60.99
455,1661,Suburban,Grocery,361,7,419.27,2024-09-20,Debit Card,No,2,2934.89
456,1886,Rural,Home Goods,873,10,191.94,2023-10-24,Credit Card,No,2,1919.4
457,1464,Suburban,Other,730,6,135.19,2023-10-23,Debit Card,Yes,1,811.14
458,1094,Rural,Clothing,187,9,256.11,2023-03-26,Mobile Payment,Yes,1,2304.99
459,1052,Suburban,Clothing,839,1,63.34,2023-12-18,Credit Card,Yes,1,63.34
460,1307,Rural,Other,608,6,222.82,2024-08-03,Debit Card,No,1,1336.92
461,1634,City Centre,Clothing,219,10,216.59,2024-10-01,Cash,Yes,5,2165.9
462,1318,Suburban,Grocery,879,7,494.07,2023-05-18,Cash,No,4,3458.49
463,1709,Suburban,Electronics,259,1,111.48,2024-08-26,Mobile Payment,Yes,5,111.48
464,1618,Rural,Other,432,9,324.13,2023-02-14,Credit Card,No,5,2917.17
465,1170,City Centre,Grocery,928,5,11.65,2024-10-10,Credit Card,No,2,58.25
466,1276,Suburban,Electronics,207,2,265.95,2024-05-07,Debit Card,No,4,531.9
467,1336,Suburban,Clothing,228,6,433.72,2024-07-06,Cash,Yes,3,2602.32
468,1074,Rural,Clothing,324,8,404.33,2024-05-07,Credit Card,No,1,3234.64
469,1009,City Centre,Other,209,2,102.04,2024-10-04,Mobile Payment,Yes,3,204.08
470,1040,Rural,Grocery,327,1,461.79,2022-11-18,Credit Card,No,1,461.79
471,1020,Suburban,Clothing,584,4,260.72,2024-08-17,Cash,Yes,3,1042.88
472,1407,Suburban,Clothing,473,2,207.63,2023-01-24,Debit Card,Yes,4,415.26
473,1610,Suburban,Home Goods,690,1,17.08,2023-05-21,Cash,Yes,3,17.08
474,1733,Suburban,Home Goods,439,7,32.73,2023-08-11,Mobile Payment,Yes,2,229.11
475,1808,City Centre,Clothing,788,6,202.23,2023-08-29,Credit Card,Yes,1,1213.38
476,1663,Rural,Home Goods,189,8,428.5,2024-10-02,Credit Card,Yes,5,3428.0
477,1873,City Centre,Clothing,429,4,446.87,2023-05-14,Mobile Payment,No,3,1787.48
478,1876,Suburban,Electronics,481,4,362.28,2023-01-15,Debit Card,No,3,1449.12
479,1223,Rural,Electronics,251,1,135.99,2024-07-08,Mobile Payment,No,5,135.99
480,1857,City Centre,Clothing,469,1,268.53,2024-06-22,Debit Card,No,5,268.53
481,1522,Rural,Grocery,834,1,308.14,2024-11-05,Debit Card,Yes,5,308.14
482,1448,Suburban,Clothing,701,8,497.65,2023-04-19,Debit Card,Yes,3,3981.2
483,1320,City Centre,Home Goods,733,2,226.23,2023-03-08,Mobile Payment,Yes,4,452.46
484,1800,Suburban,Grocery,766,7,243.33,2024-09-17,Mobile Payment,Yes,5,1703.31
485,1070,Rural,Home Goods,208,9,343.23,2023-06-04,Mobile Payment,Yes,1,3089.07
486,1698,Rural,Grocery,670,8,136.88,2023-05-28,Cash,Yes,2,1095.04
487,1982,Suburban,Electronics,676,2,245.15,2023-07-21,Debit Card,Yes,2,490.3
488,1096,Suburban,Other,758,4,11.54,2024-05-08,Credit Card,Yes,4,46.16
489,1369,City Centre,Grocery,768,6,46.55,2024-02-22,Cash,Yes,2,279.3
490,1908,City Centre,Other,610,8,6.74,2023-02-19,Mobile Payment,Yes,1,53.92
491,1264,City Centre,Grocery,747,3,202.43,2023-12-24,Credit Card,Yes,3,607.29
492,1821,City Centre,Electronics,536,6,333.16,2024-09-03,Mobile Payment,Yes,4,1998.96
493,1594,City Centre,Other,305,8,407.83,2024-02-21,Debit Card,No,4,3262.64
494,1328,Suburban,Clothing,290,2,419.84,2023-09-19,Mobile Payment,No,5,839.68
495,1163,Suburban,Grocery,216,6,283.8,2023-07-18,Credit Card,No,3,1702.8
496,1659,Suburban,Clothing,882,3,34.22,2023-06-11,Cash,No,4,102.66
497,1641,Suburban,Electronics,761,3,239.86,2023-06-21,Debit Card,Yes,4,719.58
498,1510,Rural,Home Goods,782,6,151.59,2022-11-22,Debit Card,Yes,2,909.54
499,1569,City Centre,Clothing,548,4,31.9,2022-12-31,Credit Card,Yes,5,127.6
500,1239,Suburban,Other,400,4,223.03,2023-07-23,Cash,No,1,892.12
